724       1990    1498   81.0    13.1     2.7     5.2     0.7     0.7     0.6    1.32
724       1995    1668   77.2    14.9     3.1     7.1     1.0     0.8     0.7    1.65
724       2000    1876   71.3    19.6     4.1     8.1     1.1     1.0     0.8    1.99
199       1960    7156   49.5    23.3    14.2    27.2     7.1     0.0     0.0    4.08
199       1965    7973   48.0    27.4     7.7    24.0     6.5     0.6     0.4    3.76
199       1970    9007   42.1    26.7     5.3    27.4     6.7     3.7     2.9    4.47
199       1975   10212   41.7    30.7     8.6    23.8     7.1     3.8     3.0    4.41
199       1980   11664   31.2    40.3    11.3    27.1     8.7     1.4     1.1    4.82
199       1985   13473   24.4    46.6    13.1    26.7     9.6     2.3     1.8    5.22
199       1990   15834   25.9    47.2    13.3    23.1     9.5     3.8     2.9    5.14
199       1995   17956   13.0    24.0     6.9    52.4    25.7     8.8     6.9    8.07
199       2000   20577   16.4    25.7     7.4    47.5    23.3    10.4     8.1    7.87
732       1960    4096   90.4     8.9     1.9     0.7     0.2     0.0     0.0    0.29
732       1965    4517   89.6     9.8     2.0     0.6     0.2     0.1     0.1    0.31
732       1970    5056   88.7    10.2     2.1     0.9     0.3     0.2     0.2    0.37
732       1975    5840   86.0    12.3     2.5     1.2     0.5     0.4     0.3    0.48
732       1980    6763   83.1    14.2     2.9     2.0     0.9     0.6     0.5    0.64
732       1985    7749   76.7    18.6     3.8     3.9     2.0     0.8     0.6    0.95
732       1990    8901   72.0    21.2     4.3     5.8     2.2     1.0     0.8    1.26
732       1995   10257   67.6    23.3     4.8     7.6     3.0     1.4     1.1    1.62
732       2000   11889   64.1    24.5     5.0     9.5     3.7     2.0     1.5    1.91
734       1960    122    72.8    20.4     5.5     6.3     2.2     0.5     0.4    1.79
734       1965    137    73.1    20.9     5.3     5.6     2.2     0.4     0.3    1.71
734       1970    153    71.5    22.8     6.9     5.4     1.8     0.3     0.3    1.82
734       1975    171    53.6    34.6     9.2    11.4     3.5     0.4     0.3    3.02
734       1980    199    49.8    42.2    13.4     7.2     2.5     0.8     0.6    3.12
734       1985    213    42.0    34.5    10.5    19.5     6.3     3.3     2.6    4.39
734       1990    249    35.1    38.8     9.4    22.5     5.7     3.5     2.8    4.85
734       1995    301    28.4    42.2    10.3    25.8     6.5     3.7     2.9    5.38
734       2000    368    25.3    42.1    10.2    28.4     7.2     4.2     3.3    5.73
742       1960    591    93.5     5.6     1.6     0.8     0.2     0.1     0.1    0.32
742       1965    626    91.9     7.2     2.2     0.8     0.2     0.1     0.1    0.38
742       1970    765    89.8     9.1     3.3     0.9     0.2     0.1     0.1    0.48
742       1975    852    86.2    12.3     3.3     1.4     0.3     0.2     0.1    0.64
742       1980    962    76.5    13.5     3.1     8.7     1.4     1.3     1.0    1.62
742       1985    1099   71.9    16.9     3.6     9.7     1.3     1.5     1.2    1.87
742       1990    1267   63.5    22.9     4.8    12.1     1.5     1.6     1.2    2.34
742       1995    1469   55.0    31.2     6.5    12.0     1.5     1.8     1.4    2.67
742       2000    1710   51.6    34.3     7.1    12.0     1.5     2.1     1.6    2.83
746       1960    2327   72.2    26.7     6.8     1.1     0.2     0.0     0.0    1.10
746       1965    2774   72.9    25.5     5.6     1.6     0.2     0.0     0.0    1.07
746       1970    3344   71.8    26.5     3.0     1.8     0.1     0.1     0.1    1.05
746       1975    3759   68.5    29.2     4.9     2.1     0.6     0.2     0.1    1.24
746       1980    4364   62.3    31.4     6.0     6.0     1.5     0.3     0.2    1.69
746       1985    4926   63.1    31.2     6.2     5.5     1.3     0.3     0.3    1.66
746       1990    5803   46.1    41.4     8.4    10.2     1.3     0.5     0.4    2.58
746       1995    6807   48.3    41.2     8.3     9.8     1.3     0.7     0.5    2.70
746       2000    7738   46.4    42.6     8.6    10.1     1.3     0.9     0.7    2.95
636       1960    5633   85.4    13.9     2.3     0.7     0.2     0.0     0.0    0.56
636       1965    6370   81.5    17.6     3.3     0.9     0.2     0.0     0.0    0.71
636       1970    7249   77.2    21.5     4.3     1.2     0.3     0.1     0.0    0.89
636       1975    8291   72.5    25.6     5.2     1.7     0.5     0.2     0.1    1.11
636       1980    9066   66.9    29.9     6.1     2.8     0.8     0.4     0.3    1.40
636       1985   11026   60.0    34.6     7.1     4.8     1.3     0.6     0.5    1.78
636       1990   12780   54.1    35.2     7.2    10.0     2.8     0.8     0.6    2.30
636       1995   14633   47.9    33.1     6.8    18.0     5.0     1.0     0.8    2.99
636       2000   16826   44.1    36.4     7.4    18.2     5.0     1.3     1.0    3.18
754       1960    1123   67.3    31.4     4.4     0.8     0.3     0.5     0.4    1.60
754       1965    1284   67.2    31.6     8.7     0.8     0.3     0.4     0.3    1.76
754       1970    1474   63.9    31.9     6.5     3.7     1.7     0.6     0.5    2.03
754       1975    1684   62.9    32.3     6.6     4.3     1.6     0.6     0.4    2.10
754       1980    1815   49.8    37.0     7.6    12.8     4.9     0.4     0.3    3.22
754       1985    2180   41.5    45.0     9.2    12.9     5.3     0.7     0.5    3.70
754       1990    2622   33.2    52.5    10.7    13.3     6.1     1.0     0.8    4.09
